=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2012.05.03 10:29:14 =~=~=~=~=~=~=~=~=~=~=~=
iostat 10
   tty       lofi2          md10          md11          md20           cpu
 tin tout kps tps serv  kps tps serv  kps tps serv  kps tps serv   us sy wt id
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    5.1    0.0  651.6  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   33.9    0.0 2273.2  0.0  0.1    1.5   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    5.0    0.0  422.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.2    0.0    1.0  0.0  0.0    0.2   0   0 
md11      0.0    0.2    0.0    1.0  0.0  0.0    0.2   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.2    0.0    1.0  0.0  0.0    0.1   0   0 
sd1       0.0    7.7    0.0  962.8  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.4    7.8    3.2    7.4  0.0  0.0    0.7   0   0 
md11      0.4    7.8    3.2    7.4  0.0  0.0    0.7   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.4    7.8    3.2    7.4  0.0  0.0    0.7   0   0 
sd1       0.0   28.0    0.0 1945.4  0.0  0.0    1.7   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    9.4    0.0 1060.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.2    0.0    0.4  0.0  0.0    0.2   0   0 
md11      0.0    0.2    0.0    0.4  0.0  0.0    0.2   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.2    0.0    0.4  0.0  0.0    0.2   0   0 
sd1       0.0    7.3    0.0  896.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.4    0.0    0.3  0.0  0.0    0.1   0   0 
md11      0.0    0.4    0.0    0.3  0.0  0.0    0.1   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.4    0.0    0.3  0.0  0.0    0.1   0   0 
sd1       0.0   28.7    0.0 1914.5  0.0  0.1    1.8   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    7.6    0.0  748.8  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.1    0.0    0.1  0.0  0.0    0.2   0   0 
md11      0.0    0.1    0.0    0.1  0.0  0.0    0.2   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.1    0.0    0.1  0.0  0.0    0.2   0   0 
sd1       0.0    6.4    0.0  819.2  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    1.4    0.0    1.0  0.0  0.0    0.2   0   0 
md11      0.0    1.4    0.0    1.0  0.0  0.0    0.2   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    1.4    0.0    1.0  0.0  0.0    0.2   0   0 
sd1       0.0   26.5    0.0 1980.7  0.0  0.0    1.7   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    7.7    0.0  804.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    5.9    0.0  754.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   35.0    0.0 2403.5  0.0  0.1    1.5   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    5.0    0.0  421.2  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    7.5    0.0  941.6  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   31.3    0.0 1898.0  0.0  0.0    1.4   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    9.6    0.0 1011.2  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    7.2    0.0  883.2  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   29.2    0.0 1863.0  0.0  0.0    1.7   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    7.7    0.0  757.2  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    6.4    0.0  819.2  0.0  0.0    0.4   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   34.5    0.0 2021.8  0.0  0.0    1.2   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    8.9    0.0  945.6  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    8.5    0.0 1088.0  0.0  0.0    0.4   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   30.9    0.0 2327.2  0.0  0.1    2.0   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    5.2    0.0  447.2  0.0  0.0    0.2   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    9.0    0.0 1138.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   29.3    0.0 1943.0  0.0  0.0    1.7   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    8.4    0.0  871.2  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    6.5    0.0  800.4  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0   32.5    0.0 2297.9  0.0  0.1    1.6   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md11      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd1       0.0    6.1    0.0  543.6  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
device    r/s    w/s   kr/s   kw/s wait actv  svc_t  %w  %b 
lofi2     0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md10      0.0    0.2    0.0    1.0  0.0  0.0    0.2   0   0 
md11      0.0    0.2    0.0    1.0  0.0  0.0    0.2   0   0 
md20      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md21      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md30      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
md31      0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
sd0       0.0    0.2    0.0    1.0  0.0  0.0    0.1   0   0 
sd1       0.0    5.4    0.0  688.0  0.0  0.0    0.3   0   0 
nfs101    0.0    0.0    0.0    0.0  0.0  0.0    0.0   0   0 
                 extended device statistics                 
