0	0
0	0
0	0
1223628	1223627
1138790	1138789
1115060	1115060
8657	8657
72	72
0	0
0	0
428816	428813
1208567	1208566
936091	936091
941146	941145
71802	71802
47	47
0	0
28004	28003
558341	558338
0	0
84594032	84593916
44410229	44410129
80592192	80591994
50745308	50745200
44287191	44287087
22151686	22151633
122614148	122613968
